,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
1949,768928833,0,37,1,2,1,0,2,0,31,3,2,4,7304.0,0,7304.0,1.144,2717,63,0.703,0.0
1951,812441358,0,26,1,1,3,2,1,0,21,3,3,2,1438.3,0,1438.3,0.745,2660,89,0.712,0.0
1952,713287608,0,54,0,3,1,0,0,0,41,5,4,4,3161.0,1220,1941.0,0.82,2412,62,0.824,0.386
1953,711357858,0,47,0,3,0,1,0,0,36,5,3,4,7246.0,0,7246.0,0.612,777,13,0.625,0.0
1954,715478733,0,56,0,5,0,0,0,0,36,5,4,4,3088.0,2517,571.0,0.848,2292,54,0.862,0.815
1958,713469333,0,40,1,2,1,1,2,0,28,6,2,4,19279.0,1427,17852.0,0.892,1777,56,0.647,0.074
1959,719243808,0,33,0,1,0,0,0,0,20,3,2,4,3792.0,1625,2167.0,0.618,1888,39,0.625,0.429
1960,772202058,0,64,1,0,0,0,0,0,53,3,3,4,2084.0,1647,437.0,0.664,1597,37,0.542,0.79
1961,711346383,0,33,1,1,1,1,2,0,28,4,3,3,34516.0,0,34516.0,0.636,2804,70,0.842,0.0
1962,711405333,0,52,1,3,4,0,2,0,43,5,2,2,6849.0,2126,4723.0,0.611,1651,43,0.344,0.31
1963,778407033,0,59,0,0,2,0,0,0,39,6,3,4,2417.0,1932,485.0,1.044,2367,50,0.786,0.799
1966,709858533,0,29,1,2,0,2,0,0,20,4,1,2,2462.0,2021,441.0,0.966,2320,57,0.676,0.821
1968,711816108,0,40,1,3,1,1,2,0,29,2,2,4,18563.0,0,18563.0,0.729,2395,45,0.552,0.0
1969,717105258,0,37,0,1,0,0,0,0,36,3,3,3,3992.0,1289,2703.0,1.008,2181,32,0.6,0.323
1970,715822008,0,32,1,1,1,0,0,0,14,4,2,2,3568.0,2175,1393.0,1.368,1913,35,0.667,0.61
1971,714971583,0,36,1,2,0,1,3,0,27,3,3,2,7776.0,831,6945.0,1.007,3063,87,0.891,0.107
1973,709025583,0,53,1,3,1,0,2,0,36,3,3,3,9355.0,715,8640.0,0.422,1138,38,0.727,0.076
1976,789297558,0,36,1,1,2,1,4,0,25,6,3,2,7049.0,1932,5117.0,0.804,2602,51,0.545,0.274
1977,710375283,0,26,0,0,2,1,1,0,18,4,3,2,2033.0,1471,562.0,0.672,2236,55,0.41,0.724
1978,712189233,0,38,0,1,0,0,1,0,20,5,1,3,5153.0,2517,2636.0,1.488,3095,63,0.969,0.488
1979,713767383,0,32,0,0,1,0,1,0,22,4,2,2,2062.0,1665,397.0,1.276,2397,41,0.64,0.807
1980,797414733,0,37,0,3,0,1,0,0,31,3,3,4,2005.0,1517,488.0,0.729,2439,61,0.848,0.757
1982,714151533,0,55,0,1,0,0,1,0,46,5,4,4,4589.0,1622,2967.0,0.425,1569,33,0.269,0.353
1984,787494783,0,58,1,3,1,0,3,0,46,5,3,2,8184.0,1205,6979.0,0.965,2140,49,0.69,0.147
1986,710297133,0,47,1,3,1,0,2,0,36,6,3,3,30210.0,1194,29016.0,0.948,3503,65,0.667,0.04
1987,793355508,0,32,1,0,0,1,0,0,26,6,3,3,6942.0,0,6942.0,0.544,2657,71,0.69,0.0
1988,708580908,0,56,1,3,1,0,3,0,37,3,3,3,14551.0,2517,12034.0,0.92,1373,35,0.591,0.173
1989,719826333,0,34,0,2,5,1,0,0,13,5,1,2,1438.3,0,1438.3,0.946,2557,67,0.763,0.0
1991,744764433,0,55,1,2,2,0,4,0,48,5,2,3,30967.0,817,30150.0,0.378,1473,35,0.522,0.026
1992,714902283,0,43,1,0,1,0,2,0,36,5,3,3,7866.0,0,7866.0,0.747,2843,53,0.828,0.0
1993,789309558,0,31,1,2,3,0,0,0,21,6,2,4,2718.0,1920,798.0,1.604,2570,49,1.042,0.706
1994,713188383,0,54,0,1,3,0,0,0,36,4,2,4,3084.0,2517,567.0,0.651,1446,22,0.833,0.816
1995,719506983,0,52,1,3,0,0,2,0,42,5,2,4,17302.0,1339,15963.0,0.631,1181,30,1.0,0.077
1996,714804483,0,48,1,3,3,2,1,0,36,3,3,3,12159.0,1665,10494.0,0.608,1426,34,0.545,0.137
1997,748503708,0,54,0,1,1,1,0,0,47,6,4,3,2797.0,1627,1170.0,0.413,1566,36,0.714,0.582
1998,803587533,0,33,1,1,2,1,3,0,28,6,3,4,2618.0,1812,806.0,0.706,3319,86,0.911,0.692
1999,789777408,0,26,0,0,4,1,0,0,15,3,2,3,1442.0,1428,14.0,0.496,1134,26,0.238,0.99
2000,716811483,0,30,0,2,2,0,0,0,24,4,2,1,2063.0,0,2063.0,0.553,1859,43,0.536,0.0
2001,714118383,0,49,0,5,0,0,0,0,43,4,2,3,8154.0,0,8154.0,0.964,2223,72,0.946,0.0
2004,715310208,0,53,1,3,2,0,2,0,36,3,3,1,11450.0,2129,9321.0,0.956,2197,45,0.957,0.186
2005,718577958,0,39,1,2,2,0,4,0,26,2,3,4,8906.0,0,8906.0,0.315,809,15,0.25,0.0
2006,789167658,0,34,1,3,3,0,3,0,23,5,3,2,4245.0,1815,2430.0,0.846,1534,34,0.545,0.428
2007,789987183,0,53,1,2,3,0,2,0,45,4,4,4,21953.0,1311,20642.0,0.443,1413,37,0.37,0.06
2008,717730533,0,32,1,0,0,1,1,0,21,6,1,3,1614.0,925,689.0,0.598,2659,63,0.75,0.573
2009,708668283,0,39,1,2,0,0,2,0,22,5,4,2,5140.0,2517,2623.0,0.876,1842,36,0.714,0.49
2010,772360683,0,57,1,1,1,0,4,0,46,3,3,4,31762.0,2517,29245.0,0.735,1515,36,0.714,0.079
2013,826068183,0,36,1,1,0,0,2,0,32,4,4,3,15488.0,1463,14025.0,1.28,2916,50,0.724,0.094
2014,820044333,0,39,1,3,3,2,1,0,34,3,3,2,2503.0,2185,318.0,0.5,4157,58,0.758,0.873
2015,714211533,0,31,1,0,0,2,0,0,36,4,3,2,3312.0,2491,821.0,0.62,2670,50,0.667,0.752
2016,710287533,0,31,1,2,0,1,1,0,36,3,2,4,6269.0,1169,5100.0,0.743,2221,57,0.727,0.186
2017,720603558,0,36,1,4,0,1,3,0,36,3,2,1,20337.0,1605,18732.0,0.805,2460,74,1.312,0.079
2018,819258408,0,47,0,5,0,1,0,0,42,4,2,4,2224.0,1106,1118.0,0.501,1698,41,0.367,0.497
2019,717664008,0,37,1,3,3,0,3,0,19,2,3,4,3100.0,2517,583.0,0.35,694,12,0.2,0.812
2021,717327783,0,39,1,2,0,0,2,0,27,4,2,2,9959.0,1476,8483.0,0.952,2760,44,1.0,0.148
2023,716129208,0,37,1,3,0,0,1,0,36,3,3,3,2031.0,0,2031.0,0.752,1678,36,0.8,0.0
2024,718037433,0,58,1,1,0,0,2,0,49,6,4,2,1654.0,1253,401.0,0.508,1887,60,0.538,0.758
2025,709839858,0,58,0,2,0,0,0,0,39,3,4,3,4608.0,1077,3531.0,0.694,1535,31,0.632,0.234
2026,719686458,0,37,1,3,0,0,1,0,36,6,4,1,3908.0,1629,2279.0,0.775,1903,30,0.5,0.417
2027,721434483,0,54,1,3,0,0,2,0,46,4,3,2,2798.0,1256,1542.0,1.132,2631,55,0.774,0.449
2028,716096358,0,45,0,3,2,1,0,0,39,5,4,1,2551.0,2253,298.0,0.688,3753,63,0.909,0.883
2030,711315783,0,53,1,3,0,0,1,0,43,6,4,2,7451.0,683,6768.0,0.924,2165,49,0.96,0.092
2031,821296083,0,34,0,1,3,0,0,0,30,3,3,3,2617.0,1010,1607.0,0.659,2003,47,0.679,0.386
2032,711562833,0,35,1,4,0,0,2,0,24,6,3,4,12634.0,0,12634.0,0.323,717,18,0.286,0.0
2033,716447733,0,32,1,3,0,0,1,0,18,5,3,3,6407.0,963,5444.0,1.052,1921,43,0.72,0.15
2034,719591283,0,38,1,2,2,0,0,0,27,6,2,4,1438.3,0,1438.3,0.945,2412,58,0.657,0.0
2035,789911808,0,37,1,3,2,0,2,0,28,6,2,2,2672.0,1259,1413.0,1.375,2487,52,0.625,0.471
2037,717866133,0,47,0,2,0,1,0,0,36,3,3,3,2677.0,1390,1287.0,0.732,2170,63,0.465,0.519
2039,789197508,0,54,1,3,1,0,3,0,43,6,3,4,2240.0,1580,660.0,0.745,1518,36,0.8,0.705
2040,713108433,0,53,1,3,3,0,2,0,40,4,4,4,6052.0,1720,4332.0,0.683,1476,37,0.423,0.284
2041,711403383,0,33,0,3,3,1,0,0,23,6,4,1,2562.0,1968,594.0,0.546,2256,70,0.591,0.768
2042,768212583,0,49,1,2,0,0,3,0,43,4,4,4,15377.0,1516,13861.0,0.627,1848,49,1.042,0.099
2043,720181758,0,37,1,0,5,0,4,0,22,3,3,4,8654.0,0,8654.0,0.446,850,18,0.385,0.0
2044,710632683,0,31,1,1,2,0,1,0,24,5,2,3,1438.3,0,1438.3,0.665,2308,49,0.4,0.0
2045,711836733,0,43,1,3,0,1,4,0,31,3,3,3,1438.3,0,1438.3,0.663,1867,45,0.875,0.0
2046,771183933,0,39,1,1,2,0,2,0,26,6,2,3,16040.0,1220,14820.0,0.862,1923,49,0.4,0.076
2047,711327558,0,38,1,2,1,0,1,0,36,3,3,1,2801.0,1980,821.0,0.882,1600,45,0.406,0.707
2048,788971308,0,62,0,1,2,0,0,0,49,5,4,2,2658.0,1158,1500.0,0.476,1809,41,0.464,0.436
2051,711817158,0,30,1,2,3,2,1,0,22,3,3,4,3143.0,1075,2068.0,0.643,2510,57,0.629,0.342
2052,765824058,0,46,1,4,5,0,2,0,39,3,3,1,5106.0,1539,3567.0,0.907,3784,74,0.609,0.301
2053,710109633,0,39,1,2,3,0,3,0,31,6,3,2,9871.0,1061,8810.0,0.545,1683,34,0.478,0.107
2054,713643858,0,53,0,1,3,0,1,0,43,4,4,2,1525.0,1411,114.0,0.66,1911,47,0.958,0.925
2055,716399583,0,34,1,1,2,0,4,0,36,6,2,1,19630.0,1251,18379.0,1.399,2286,39,0.696,0.064
2056,714516783,0,54,0,0,0,2,0,1,36,4,3,1,12547.0,1378,11169.0,1.12,3360,56,0.75,0.11
2057,710490708,0,54,1,3,1,1,2,0,36,4,1,3,17686.0,0,17686.0,0.733,2047,46,0.533,0.0
2058,780662133,0,39,1,2,2,0,3,0,28,6,3,5,3257.0,2517,740.0,0.539,1534,35,0.591,0.773
2059,715389708,0,36,0,3,0,0,0,0,28,4,3,2,4824.0,2517,2307.0,0.838,1516,32,0.391,0.522
2060,789607983,0,38,1,3,1,0,1,0,32,6,6,2,8603.0,1046,7557.0,0.826,1758,40,0.739,0.122
2062,815104608,0,28,0,0,0,2,0,0,23,5,1,3,3818.0,584,3234.0,0.7,2947,87,0.706,0.153
2064,714159858,0,57,1,0,0,0,1,0,48,4,2,2,5387.0,2047,3340.0,0.579,1546,36,0.5,0.38
2065,714225333,0,48,0,4,0,0,0,0,36,5,1,1,2930.0,773,2157.0,0.661,1545,21,0.909,0.264
2067,718468158,0,38,1,1,2,0,3,0,25,6,2,3,9303.0,1599,7704.0,1.408,2261,37,0.542,0.172
2069,735417408,0,37,1,2,1,0,3,0,30,4,1,2,2218.0,1266,952.0,0.709,1941,58,0.568,0.571
2071,814312308,0,54,0,3,2,0,1,0,49,5,3,2,5335.0,1373,3962.0,0.558,1435,29,0.611,0.257
2072,711786108,0,52,1,1,0,0,3,0,43,3,3,2,7187.0,2014,5173.0,0.649,1159,26,0.733,0.28
2073,712905708,0,53,0,1,0,0,0,0,39,5,2,4,2590.0,1564,1026.0,0.386,1188,40,0.6,0.604
2074,720050208,0,27,0,1,1,1,0,0,19,4,1,3,4255.0,1748,2507.0,0.516,2236,57,0.541,0.411
2075,793952133,0,32,0,0,1,0,0,0,26,6,2,3,2778.0,2312,466.0,0.727,1680,33,1.062,0.832
2076,798140283,0,57,1,4,0,0,4,0,51,4,3,1,10711.0,1970,8741.0,0.71,1180,29,1.417,0.184
2077,720427683,0,58,1,2,2,1,4,0,46,2,3,4,16163.0,0,16163.0,0.542,2171,48,0.778,0.0
2078,789970233,0,54,0,2,1,0,0,0,45,6,1,1,2513.0,1126,1387.0,0.324,1454,30,0.25,0.448
2079,713893308,0,45,1,3,0,2,3,0,37,4,1,1,3291.0,1607,1684.0,1.26,1984,38,0.652,0.488
2080,718843608,0,36,0,2,4,2,0,0,25,5,2,4,8917.0,1091,7826.0,1.152,3327,80,0.86,0.122
2081,752085108,0,39,0,2,0,0,1,0,29,3,5,2,4955.0,1157,3798.0,0.896,1824,38,0.727,0.234
2082,789435783,0,39,0,1,0,0,1,0,30,6,1,2,2909.0,1274,1635.0,0.593,1532,26,0.3,0.438
2083,711032058,0,34,1,3,1,1,2,1,21,6,4,3,34516.0,2517,31999.0,0.791,2901,75,0.923,0.073
2084,784719708,0,54,0,2,2,0,1,0,43,5,1,1,1438.3,0,1438.3,0.531,1707,41,0.783,0.0
2085,804663258,0,54,1,2,1,0,2,0,49,3,1,4,14015.0,2065,11950.0,0.704,1903,49,0.633,0.147
2086,716900433,0,36,1,2,0,0,3,0,28,6,2,2,2540.0,1402,1138.0,1.127,2384,61,0.794,0.552
2087,720909408,0,37,1,2,1,2,4,0,24,4,2,2,3497.0,1665,1832.0,0.627,2337,61,0.564,0.476
2088,712187808,0,27,1,0,2,0,1,0,15,4,3,4,3682.0,0,3682.0,0.685,1826,35,0.75,0.0
2089,718428033,0,55,0,4,0,1,0,0,41,6,2,1,4430.0,1543,2887.0,0.752,3395,70,0.628,0.348
2091,714985458,0,56,1,1,0,0,3,0,36,3,2,3,15124.0,1974,13150.0,0.826,1850,44,0.571,0.131
2092,716647983,0,58,0,2,0,0,0,0,53,5,3,1,7712.0,962,6750.0,0.418,1574,34,0.062,0.125
2095,715257708,0,38,1,1,1,0,3,0,32,4,2,1,3657.0,1687,1970.0,1.357,2758,55,0.833,0.461
2097,709501683,0,33,0,1,0,1,1,0,24,5,1,2,5830.0,1665,4165.0,0.684,2263,60,0.714,0.286
2098,711692508,0,54,0,2,4,0,0,0,47,3,4,3,1438.3,0,1438.3,1.053,1154,22,0.375,0.0
2100,709674333,0,33,1,2,1,1,3,0,23,4,2,1,2400.0,0,2400.0,1.064,2677,70,0.892,0.0
2101,805522758,0,44,0,1,5,2,0,0,39,5,2,4,2311.0,1830,481.0,1.289,1701,33,1.357,0.792
2103,717495258,0,34,1,3,2,0,2,0,25,6,3,2,9131.0,916,8215.0,0.863,1893,36,0.565,0.1
2104,795052083,0,63,0,0,2,1,1,0,56,3,6,4,1438.3,0,1438.3,0.864,3630,71,0.578,0.0
2105,773389908,0,37,0,3,1,1,0,0,31,5,1,3,1438.3,0,1438.3,0.79,2075,66,0.692,0.0
2106,719320833,0,39,1,2,4,0,3,0,36,6,3,2,5471.0,2056,3415.0,0.465,1992,46,0.704,0.376
2107,816843933,0,39,1,2,1,0,2,0,34,6,3,3,8823.0,1541,7282.0,1.06,1961,32,1.0,0.175
2108,789196158,0,55,1,1,0,0,3,0,44,6,2,4,2173.0,1520,653.0,0.652,1485,26,0.529,0.699
2109,717930483,0,37,1,2,0,1,4,0,25,3,3,0,5616.0,0,5616.0,0.995,1564,31,0.476,0.0
2110,773442258,0,57,1,1,5,0,2,0,51,5,2,2,8571.0,1616,6955.0,0.6,1397,28,0.647,0.189
2111,719872833,0,45,0,2,0,2,0,0,36,6,6,3,2803.0,0,2803.0,0.565,3347,71,0.732,0.0
2112,721491258,0,53,1,4,0,0,2,0,36,3,2,2,3924.0,2517,1407.0,0.511,1417,30,0.667,0.641
2113,770575233,0,37,1,2,0,1,3,0,23,6,1,2,5663.0,1149,4514.0,0.767,2553,61,0.794,0.203
2114,715800708,0,60,0,0,2,0,0,0,49,3,1,2,3955.0,2000,1955.0,0.425,1560,43,0.483,0.506
2115,719996958,0,29,0,0,2,1,0,0,23,5,3,4,7997.0,0,7997.0,0.935,2208,56,0.806,0.0
2116,719889408,0,56,0,4,2,0,0,0,36,4,1,5,3652.0,1351,2301.0,0.836,1561,39,0.625,0.37
2117,708811233,0,37,1,2,0,0,2,0,27,4,2,1,12702.0,2008,10694.0,0.51,1992,40,0.667,0.158
2118,794627208,0,43,1,1,1,0,3,0,23,4,3,2,7189.0,1550,5639.0,0.538,1935,52,0.368,0.216
2119,719020983,0,58,1,1,0,0,2,0,42,4,3,1,12421.0,2517,9904.0,0.73,1913,49,0.69,0.203
2120,719131533,0,29,0,0,4,2,0,0,17,3,2,4,2585.0,2008,577.0,1.266,3519,73,0.622,0.777
2121,710449983,0,38,1,2,1,0,4,0,29,4,1,2,2818.0,1656,1162.0,1.404,2916,45,0.957,0.588
2123,720714933,0,62,0,1,0,0,0,0,49,4,2,2,3143.0,2517,626.0,0.625,1323,25,0.923,0.801
2125,810201783,0,26,0,0,0,1,1,0,17,5,3,3,3119.0,1328,1791.0,0.722,2740,62,0.512,0.426
2126,715517733,0,46,0,3,1,1,0,1,39,1,0,4,13092.0,1962,11130.0,0.686,936,25,0.25,0.15
2127,709042908,0,51,0,1,3,0,1,0,44,4,2,1,1438.3,0,1438.3,0.803,2207,68,0.511,0.0
2128,715023333,0,39,1,2,2,0,0,0,34,4,2,4,3702.0,1118,2584.0,1.04,2585,64,0.778,0.302
2130,714345783,0,59,1,2,1,0,1,0,50,6,3,2,2701.0,1572,1129.0,0.475,1469,36,0.5,0.582
2133,710782458,0,31,1,1,0,0,1,0,20,6,2,5,2469.0,1695,774.0,0.842,1615,36,0.333,0.687
2134,711142308,0,37,1,0,1,2,1,0,36,3,1,5,3091.0,0,3091.0,0.665,2572,65,0.548,0.0
2135,824789283,0,36,1,2,1,1,1,0,32,3,5,2,2683.0,1533,1150.0,0.821,2373,73,0.659,0.571
2137,721014858,0,61,0,0,0,0,0,0,53,4,1,2,2942.0,2022,920.0,0.537,1479,28,0.217,0.687
2138,710363433,0,26,1,0,1,1,0,0,36,6,3,3,2735.0,1348,1387.0,0.805,2441,58,0.45,0.493
2139,715479483,0,35,1,2,3,0,2,0,36,5,2,4,15279.0,1496,13783.0,0.997,2079,57,0.425,0.098
2140,708243483,0,53,1,3,3,0,4,0,43,4,2,5,14938.0,1155,13783.0,0.995,2248,51,0.645,0.077
2141,714770808,0,59,1,2,1,0,0,0,42,3,3,5,4328.0,670,3658.0,0.396,1580,54,0.543,0.155
2142,720626058,0,37,1,1,0,1,2,0,24,4,4,4,34516.0,934,33582.0,0.681,1768,52,0.576,0.027
2143,709185108,0,38,1,3,1,0,3,0,26,5,4,2,5824.0,1542,4282.0,0.827,1801,44,0.571,0.265
2145,719273733,0,37,1,2,2,0,3,0,36,5,3,5,7959.0,998,6961.0,0.773,1855,29,0.318,0.125
2146,717348258,0,33,1,1,0,0,4,0,21,4,1,3,4459.0,1899,2560.0,1.349,2502,48,1.0,0.426
2147,770882508,0,38,1,2,3,0,2,0,24,4,1,5,17162.0,773,16389.0,1.238,2457,54,1.0,0.045
2148,799026633,0,56,1,1,2,0,4,0,50,4,3,5,16254.0,1518,14736.0,1.256,2502,55,0.571,0.093
2149,718777008,0,59,1,0,1,0,2,0,47,5,1,2,3278.0,1306,1972.0,0.399,1374,32,0.391,0.398
2150,713352183,0,30,1,1,4,0,0,0,17,5,1,2,7173.0,1227,5946.0,0.646,1793,33,0.737,0.171
2151,716128083,0,56,1,2,1,0,1,0,36,5,2,3,3295.0,2002,1293.0,0.599,1191,34,0.545,0.608
2153,757881258,0,31,1,0,0,2,3,0,24,6,2,2,4232.0,2092,2140.0,0.604,2565,69,0.865,0.494
2154,715843533,0,26,1,1,3,1,1,0,36,3,4,3,2703.0,1256,1447.0,0.949,2111,29,0.706,0.465
2155,717234183,0,29,1,1,0,0,0,0,18,4,1,4,2710.0,629,2081.0,0.771,1718,37,0.762,0.232
2156,717260058,0,53,0,2,2,0,0,0,42,6,1,5,2322.0,1284,1038.0,0.673,1573,27,0.929,0.553
2157,709710783,0,35,0,0,1,1,0,0,36,4,3,4,5931.0,0,5931.0,0.668,2730,71,0.614,0.0
2159,815845758,0,56,0,4,1,0,0,0,51,4,2,3,1438.3,0,1438.3,0.472,1354,24,0.714,0.0
2161,713331408,0,35,1,3,2,0,1,0,36,6,2,5,8682.0,1647,7035.0,0.971,1792,36,0.8,0.19
2162,778693458,0,32,1,1,1,2,3,0,13,3,3,3,12616.0,0,12616.0,1.054,1376,29,0.611,0.0
2164,711173883,0,36,1,4,0,2,4,0,29,3,2,2,1651.0,770,881.0,0.736,2516,54,0.385,0.466
2166,789261558,0,58,1,1,1,0,3,0,47,3,1,4,2212.0,1392,820.0,0.573,1387,34,0.7,0.629
2167,770647233,0,35,0,2,1,0,0,0,21,5,6,3,2157.0,1188,969.0,0.847,2111,59,0.639,0.551
2168,712826208,0,39,0,2,0,0,1,0,26,5,1,2,2575.0,1424,1151.0,0.543,1487,33,0.737,0.553
2169,718181433,0,65,0,0,2,1,0,0,56,6,1,2,8705.0,1453,7252.0,1.11,2688,88,0.956,0.167
2170,714460683,0,65,1,0,1,0,0,0,56,3,3,5,3838.0,1736,2102.0,0.445,1467,29,0.706,0.452
2172,710787708,0,56,0,1,2,0,1,0,40,4,2,5,5366.0,1271,4095.0,0.558,1748,38,0.9,0.237
2173,713800158,0,58,1,0,1,0,2,0,36,6,3,2,2994.0,2351,643.0,0.469,1540,32,0.185,0.785
2174,712551258,0,39,1,1,2,0,0,0,36,3,3,3,4247.0,0,4247.0,0.405,847,17,0.133,0.0
2175,715379133,0,51,0,1,3,1,0,0,36,4,4,2,1737.0,1145,592.0,0.809,1954,42,1.333,0.659
2176,712091433,0,58,1,4,2,1,1,1,50,5,2,3,18431.0,902,17529.0,1.296,2950,61,0.848,0.049
2177,771756333,0,34,0,3,0,0,0,0,23,5,3,3,2263.0,1794,469.0,0.794,2154,37,0.542,0.793
2181,789413958,0,53,1,1,0,1,2,0,43,4,2,3,11909.0,1018,10891.0,1.006,1938,53,0.656,0.085
2182,711574008,0,32,1,3,3,1,2,0,21,4,3,5,21390.0,0,21390.0,0.946,2477,59,0.341,0.0
2183,714138408,0,49,1,3,1,0,3,0,39,4,1,4,9264.0,629,8635.0,0.659,4107,79,0.58,0.068
2184,709334658,0,39,0,2,2,0,0,0,26,4,2,5,5484.0,2517,2967.0,0.489,2025,51,0.378,0.459
2185,709564683,0,32,1,2,0,0,1,0,22,3,3,5,4739.0,0,4739.0,0.363,886,21,0.4,0.0
2186,772292358,0,30,1,1,3,2,0,0,19,4,3,3,7970.0,0,7970.0,0.776,1284,30,0.429,0.0
2187,712933083,0,37,1,1,2,1,2,0,36,6,1,2,3127.0,2378,749.0,0.862,2292,49,0.441,0.76
2188,710497608,0,38,1,2,2,1,1,0,36,5,1,2,7756.0,1670,6086.0,0.78,1858,51,0.545,0.215
2189,721443408,0,46,1,2,2,1,4,0,33,6,2,3,34516.0,676,33840.0,0.814,3508,58,0.871,0.02
2190,709149408,0,36,1,2,2,0,3,0,36,5,3,4,5605.0,1322,4283.0,1.204,2338,41,0.952,0.236
2191,708446808,0,33,1,1,4,0,2,0,36,4,3,2,2946.0,1359,1587.0,0.746,2017,48,0.455,0.461
2192,824192658,0,58,0,3,4,1,0,0,54,4,2,3,8886.0,0,8886.0,0.694,4148,79,0.756,0.0
2193,711625683,0,46,1,4,5,0,4,0,36,3,2,5,3104.0,862,2242.0,1.057,2781,74,0.682,0.278
2195,717301908,0,54,0,2,5,0,0,0,46,3,3,3,3312.0,1624,1688.0,0.573,1973,55,0.667,0.49
2196,718435158,0,50,1,3,1,0,4,0,40,5,1,4,34516.0,0,34516.0,0.986,1930,36,0.44,0.0
2197,714797733,0,41,1,3,3,1,3,0,33,6,1,4,5246.0,0,5246.0,0.969,3189,56,0.556,0.0
2199,798962058,0,36,0,5,0,0,0,0,30,3,3,3,3103.0,2399,704.0,0.581,1836,48,0.655,0.773
2203,787868958,0,36,1,2,1,1,2,0,27,5,3,3,14690.0,979,13711.0,0.811,2746,68,0.511,0.067
2204,708161133,0,45,1,1,0,1,1,0,32,5,1,2,6629.0,1389,5240.0,0.828,3891,69,0.643,0.21
2205,708174708,0,38,1,4,0,0,1,0,27,6,2,4,5535.0,1276,4259.0,0.636,1764,38,0.9,0.231
2206,708735183,0,35,0,2,1,0,0,0,22,4,3,3,2544.0,1848,696.0,0.804,2289,49,0.441,0.726
2207,708445608,0,48,1,3,3,0,0,0,37,4,3,3,3305.0,2517,788.0,0.766,2027,57,1.036,0.762
2208,778943883,0,51,1,2,2,1,4,0,36,5,2,4,34516.0,888,33628.0,1.299,1959,42,0.909,0.026
2211,714531108,0,31,1,1,3,0,2,0,36,4,3,3,4260.0,1775,2485.0,1.239,2109,52,0.625,0.417
2212,711635358,0,40,0,4,3,1,0,0,26,6,1,2,7291.0,2517,4774.0,0.83,2198,56,0.697,0.345
2214,813200058,0,63,1,0,0,0,1,0,56,4,2,5,6500.0,1786,4714.0,0.524,1497,27,0.35,0.275
2216,715206408,0,31,0,1,1,1,0,0,22,5,1,5,6662.0,0,6662.0,0.934,3264,83,0.766,0.0
2217,788684508,0,36,1,4,2,0,2,0,25,4,3,3,5846.0,1732,4114.0,0.611,2056,41,0.64,0.296
2218,737933883,0,34,1,1,1,0,3,0,27,3,1,2,8063.0,2149,5914.0,0.722,2042,49,0.69,0.267
2220,774437583,0,55,1,1,5,0,3,0,49,6,2,4,4597.0,2442,2155.0,0.512,1504,38,0.357,0.531
2221,713104458,0,46,1,2,0,1,1,0,31,3,3,5,7869.0,0,7869.0,0.692,998,25,0.562,0.0
2222,715462008,0,45,1,2,3,0,3,0,35,6,3,2,17884.0,2096,15788.0,0.477,2031,49,0.633,0.117
2223,715366083,0,52,0,0,5,1,0,0,36,2,2,3,1438.3,978,460.3,0.773,947,33,0.571,0.68
2224,712322058,0,40,0,3,1,0,0,0,32,5,1,3,2046.0,1694,352.0,0.853,3432,49,0.96,0.828
2225,719737833,0,46,0,4,2,0,0,0,36,4,2,2,6370.0,0,6370.0,0.855,1783,40,0.667,0.0
2226,789530208,0,54,0,2,0,0,0,0,46,6,2,2,2737.0,2517,220.0,0.533,1619,37,0.48,0.92
2227,717885183,0,36,1,1,0,1,0,0,25,6,1,2,2622.0,2489,133.0,0.84,2717,79,0.549,0.949
2228,716244033,0,44,1,3,0,0,1,0,33,2,3,3,7266.0,906,6360.0,0.676,1741,27,0.421,0.125
2229,711614658,0,37,0,2,2,1,0,0,30,6,3,3,2258.0,1338,920.0,0.86,2511,55,0.774,0.593
2230,804598908,0,35,1,3,0,1,2,0,25,3,2,3,6510.0,2055,4455.0,1.042,2238,49,0.531,0.316
2233,714038433,0,37,0,5,1,1,1,0,19,4,1,2,3252.0,1987,1265.0,0.658,2953,72,0.714,0.611
2236,719729433,0,65,0,1,0,0,0,0,56,4,2,0,7023.0,1726,5297.0,1.178,2535,51,0.759,0.246
2237,717192933,0,55,1,0,0,0,4,0,42,3,2,1,8302.0,2517,5785.0,0.661,1576,34,0.789,0.303
2238,711734508,0,55,1,2,0,0,2,0,47,3,3,3,9959.0,1209,8750.0,0.548,1584,28,0.273,0.121
2239,715153158,0,41,1,4,2,1,1,0,36,4,3,4,3636.0,1884,1752.0,0.924,4254,79,0.491,0.518
2240,712149033,0,57,0,2,1,0,0,0,46,5,1,1,5184.0,1856,3328.0,0.553,1834,55,0.571,0.358
2241,713901108,0,37,1,2,1,1,3,0,29,6,1,4,14575.0,0,14575.0,1.251,3444,80,0.702,0.0
2243,719385558,0,62,0,0,3,0,1,0,49,6,1,2,1438.3,0,1438.3,0.757,1281,32,1.0,0.0
